country_code,year,country,life_expectancy
BRN,2020,Brunei Darussalam,75.114
BRN,2019,Brunei Darussalam,75.049
BRN,2018,Brunei Darussalam,74.992
BRN,2017,Brunei Darussalam,74.943
BRN,2016,Brunei Darussalam,74.905
BRN,2015,Brunei Darussalam,74.88
BGR,2022,Bulgaria,74.1609756097561
BGR,2021,Bulgaria,71.2121951219512
BGR,2020,Bulgaria,73.3560975609756
BGR,2019,Bulgaria,75.1121951219512
BGR,2018,Bulgaria,74.9634146341464
BGR,2017,Bulgaria,74.8146341463415
BGR,2016,Bulgaria,74.8121951219512
BGR,2015,Bulgaria,74.6146341463415
BFA,2022,Burkina Faso,60.7
BFA,2021,Burkina Faso,60.046
BFA,2020,Burkina Faso,60.454
BFA,2019,Burkina Faso,60.184
BFA,2018,Burkina Faso,59.972
BFA,2017,Burkina Faso,59.578
BFA,2016,Burkina Faso,59.173
BFA,2015,Burkina Faso,58.778
BDI,2022,Burundi,62.882
BDI,2021,Burundi,62.101
BDI,2020,Burundi,62.569
BDI,2019,Burundi,62.18
BDI,2018,Burundi,61.806
BDI,2017,Burundi,61.345
BDI,2016,Burundi,60.789
BDI,2015,Burundi,60.107
CPV,2022,Cabo Verde,75.907
CPV,2021,Cabo Verde,74.424
CPV,2020,Cabo Verde,73.818
CPV,2019,Cabo Verde,75.449
CPV,2018,Cabo Verde,74.84
CPV,2017,Cabo Verde,74.71
CPV,2016,Cabo Verde,74.35
CPV,2015,Cabo Verde,74.096
KHM,2022,Cambodia,70.528
KHM,2021,Cambodia,69.301
KHM,2020,Cambodia,70.059
KHM,2019,Cambodia,70.127
KHM,2018,Cambodia,69.993
KHM,2017,Cambodia,69.842
KHM,2016,Cambodia,69.635
KHM,2015,Cambodia,69.398
CMR,2022,Cameroon,62.443
CMR,2021,Cameroon,61.146
CMR,2020,Cameroon,61.674
CMR,2019,Cameroon,61.695
CMR,2018,Cameroon,61.189
CMR,2017,Cameroon,60.817
CMR,2016,Cameroon,60.293
CMR,2015,Cameroon,59.687
CAN,2022,Canada,81.0948780487805
CAN,2021,Canada,81.4514634146342
CAN,2020,Canada,81.53
CAN,2019,Canada,82.1585365853659
CAN,2018,Canada,81.8036585365854
CAN,2017,Canada,81.8078048780488
CAN,2016,Canada,81.94
CAN,2015,Canada,81.8258536585366
CYM,2022,Cayman Islands,79.984
CYM,2021,Cayman Islands,79.3
CYM,2020,Cayman Islands,79.23
CYM,2019,Cayman Islands,79.052
CYM,2018,Cayman Islands,78.835
CYM,2017,Cayman Islands,78.615
CYM,2016,Cayman Islands,78.367
CYM,2015,Cayman Islands,78.119
CAF,2022,Central African Republic,18.818
CAF,2021,Central African Republic,40.279
CAF,2020,Central African Republic,50.596
CAF,2019,Central African Republic,31.53
CAF,2018,Central African Republic,52.297
CAF,2017,Central African Republic,45.231
CAF,2016,Central African Republic,50.999
CAF,2015,Central African Republic,51.934
TCD,2022,Chad,54.528
TCD,2021,Chad,53.136
TCD,2020,Chad,53.082
TCD,2019,Chad,52.993
TCD,2018,Chad,52.447
TCD,2017,Chad,51.875
TCD,2016,Chad,51.603
TCD,2015,Chad,51.32
CHI,2022,Channel Islands,81.0
CHI,2021,Channel Islands,80.3
CHI,2020,Channel Islands,80.9
CHI,2019,Channel Islands,81.2
CHI,2018,Channel Islands,81.1
CHI,2017,Channel Islands,81.0
CHI,2016,Channel Islands,81.2
CHI,2015,Channel Islands,81.4
CHL,2022,Chile,79.176
CHL,2021,Chile,78.876
CHL,2020,Chile,79.349
CHL,2019,Chile,80.324
CHL,2018,Chile,80.559
CHL,2017,Chile,80.61
CHL,2016,Chile,80.295
CHL,2015,Chile,80.008
CHN,2022,China,78.202
CHN,2021,China,78.117
CHN,2020,China,78.019
CHN,2019,China,77.94
CHN,2018,China,77.709
CHN,2017,China,77.235
CHN,2016,China,77.214
CHN,2015,China,76.975
COL,2022,Colombia,76.508
COL,2021,Colombia,72.698
COL,2020,Colombia,74.757
COL,2019,Colombia,76.793
COL,2018,Colombia,76.579
COL,2017,Colombia,76.418
COL,2016,Colombia,76.228
COL,2015,Colombia,76.067
COM,2022,Comoros,66.481
COM,2021,Comoros,65.201
COM,2020,Comoros,65.756
COM,2019,Comoros,65.662
COM,2018,Comoros,65.401
COM,2017,Comoros,65.127
COM,2016,Comoros,64.792
COM,2015,Comoros,64.473
COD,2022,"Congo, Dem. Rep.",60.979
COD,2021,"Congo, Dem. Rep.",60.044
COD,2020,"Congo, Dem. Rep.",60.428
COD,2019,"Congo, Dem. Rep.",60.242
COD,2018,"Congo, Dem. Rep.",59.926
COD,2017,"Congo, Dem. Rep.",59.495
COD,2016,"Congo, Dem. Rep.",59.081
COD,2015,"Congo, Dem. Rep.",58.658
COG,2022,"Congo, Rep.",65.0
COG,2021,"Congo, Rep.",64.192
COG,2020,"Congo, Rep.",64.391
COG,2019,"Congo, Rep.",63.152
COG,2018,"Congo, Rep.",64.472
COG,2017,"Congo, Rep.",64.203
COG,2016,"Congo, Rep.",63.911
COG,2015,"Congo, Rep.",63.662
CRI,2022,Costa Rica,79.316
CRI,2021,Costa Rica,78.05
CRI,2020,Costa Rica,79.725
CRI,2019,Costa Rica,80.296
CRI,2018,Costa Rica,80.09
CRI,2017,Costa Rica,79.994
CRI,2016,Costa Rica,79.988
CRI,2015,Costa Rica,80.407
CIV,2022,Cote d'Ivoire,61.562
CIV,2021,Cote d'Ivoire,60.29
CIV,2020,Cote d'Ivoire,60.14
CIV,2019,Cote d'Ivoire,60.274
CIV,2018,Cote d'Ivoire,59.795
CIV,2017,Cote d'Ivoire,59.315
CIV,2016,Cote d'Ivoire,58.814
CIV,2015,Cote d'Ivoire,58.281
HRV,2022,Croatia,77.5756097560976
HRV,2021,Croatia,76.4243902439025
HRV,2020,Croatia,77.5243902439024
HRV,2019,Croatia,78.2243902439024
HRV,2018,Croatia,77.919512195122
HRV,2017,Croatia,77.7268292682927
HRV,2016,Croatia,77.9219512195122
HRV,2015,Croatia,77.2756097560976
CUB,2022,Cuba,77.629
CUB,2021,Cuba,73.201
CUB,2020,Cuba,77.407
CUB,2019,Cuba,77.413
CUB,2018,Cuba,77.426
CUB,2017,Cuba,77.3
CUB,2016,Cuba,77.571
CUB,2015,Cuba,77.745
CUW,2022,Curacao,76.729
CUW,2021,Curacao,75.686
CUW,2020,Curacao,76.501
CUW,2019,Curacao,76.492
CUW,2018,Curacao,76.493
CUW,2017,Curacao,76.423
CUW,2016,Curacao,76.322
CUW,2015,Curacao,76.482
CYP,2022,Cyprus,80.434
CYP,2021,Cyprus,80.573
CYP,2020,Cyprus,81.23
CYP,2019,Cyprus,81.454
CYP,2018,Cyprus,81.556
CYP,2017,Cyprus,81.543
CYP,2016,Cyprus,81.534
CYP,2015,Cyprus,81.464
CZE,2022,Czechia,78.9292682926829
CZE,2021,Czechia,77.2219512195122
CZE,2020,Czechia,78.2268292682927
CZE,2019,Czechia,79.2292682926829
CZE,2018,Czechia,79.0292682926829
CZE,2017,Czechia,78.9780487804878
CZE,2016,Czechia,79.0268292682927
CZE,2015,Czechia,78.5780487804878
DNK,2022,Denmark,81.3048780487805
DNK,2021,Denmark,81.4048780487805
DNK,2020,Denmark,81.6024390243903
DNK,2019,Denmark,81.4512195121951
DNK,2018,Denmark,80.9536585365854
DNK,2017,Denmark,81.1024390243903
DNK,2016,Denmark,80.8536585365854
DNK,2015,Denmark,80.7024390243902
DJI,2022,Djibouti,65.54
DJI,2021,Djibouti,63.83
DJI,2020,Djibouti,64.2
DJI,2019,Djibouti,64.381
DJI,2018,Djibouti,64.105
DJI,2017,Djibouti,63.71
DJI,2016,Djibouti,63.335
DJI,2015,Djibouti,62.833
DMA,2022,Dominica,71.081
DMA,2021,Dominica,69.832
DMA,2020,Dominica,71.269
DMA,2019,Dominica,71.305
DMA,2018,Dominica,71.378
DMA,2017,Dominica,68.62
DMA,2016,Dominica,71.189
DMA,2015,Dominica,69.968
DOM,2022,Dominican Republic,74.211
DOM,2021,Dominican Republic,71.757
DOM,2020,Dominican Republic,72.636
DOM,2019,Dominican Republic,73.112
DOM,2018,Dominican Republic,73.555
DOM,2017,Dominican Republic,73.37
DOM,2016,Dominican Republic,72.889
DOM,2015,Dominican Republic,72.982
ECU,2022,Ecuador,76.577
ECU,2021,Ecuador,72.746
ECU,2020,Ecuador,72.004
ECU,2019,Ecuador,77.286
ECU,2018,Ecuador,77.248
ECU,2017,Ecuador,76.22
ECU,2016,Ecuador,76.094
ECU,2015,Ecuador,76.222
EGY,2022,"Egypt, Arab Rep.",71.01
EGY,2021,"Egypt, Arab Rep.",68.976
EGY,2020,"Egypt, Arab Rep.",69.79
EGY,2019,"Egypt, Arab Rep.",71.213
EGY,2018,"Egypt, Arab Rep.",70.974
EGY,2017,"Egypt, Arab Rep.",70.709
EGY,2016,"Egypt, Arab Rep.",70.437
EGY,2015,"Egypt, Arab Rep.",70.135
SLV,2022,El Salvador,71.969
SLV,2021,El Salvador,69.941
SLV,2020,El Salvador,70.244
SLV,2019,El Salvador,71.725
SLV,2018,El Salvador,71.384
SLV,2017,El Salvador,71.007
SLV,2016,El Salvador,70.908
SLV,2015,El Salvador,70.952
GNQ,2022,Equatorial Guinea,63.355
GNQ,2021,Equatorial Guinea,62.447
GNQ,2020,Equatorial Guinea,62.141
GNQ,2019,Equatorial Guinea,62.297
GNQ,2018,Equatorial Guinea,61.915
GNQ,2017,Equatorial Guinea,61.481
GNQ,2016,Equatorial Guinea,61.081
GNQ,2015,Equatorial Guinea,60.635
ERI,2022,Eritrea,67.789
ERI,2021,Eritrea,66.94
ERI,2020,Eritrea,66.98
ERI,2019,Eritrea,67.306
ERI,2018,Eritrea,66.979
ERI,2017,Eritrea,66.612
ERI,2016,Eritrea,66.242
ERI,2015,Eritrea,65.909
EST,2022,Estonia,77.8439024390244
EST,2021,Estonia,76.9439024390244
EST,2020,Estonia,78.5951219512195
EST,2019,Estonia,78.6463414634147
EST,2018,Estonia,78.2439024390244
EST,2017,Estonia,78.0926829268293
EST,2016,Estonia,77.6414634146342
EST,2015,Estonia,77.590243902439
SWZ,2022,Eswatini,63.028
SWZ,2021,Eswatini,58.228
SWZ,2020,Eswatini,59.862
SWZ,2019,Eswatini,59.85
SWZ,2018,Eswatini,58.707
SWZ,2017,Eswatini,57.574
SWZ,2016,Eswatini,56.228
SWZ,2015,Eswatini,54.941
ETH,2022,Ethiopia,66.897
ETH,2021,Ethiopia,65.33
ETH,2020,Ethiopia,65.969
ETH,2019,Ethiopia,65.741
ETH,2018,Ethiopia,65.257
ETH,2017,Ethiopia,64.766
ETH,2016,Ethiopia,64.162
ETH,2015,Ethiopia,63.592
FRO,2022,Faroe Islands,82.8162292682927
FRO,2021,Faroe Islands,82.6763219512195
FRO,2020,Faroe Islands,82.5341926829268
FRO,2019,Faroe Islands,82.3912829268293
FRO,2018,Faroe Islands,82.2486024390244
FRO,2017,Faroe Islands,82.1062926829268
FRO,2016,Faroe Islands,81.962112195122
FRO,2015,Faroe Islands,81.7995975609756
FJI,2022,Fiji,67.148
FJI,2021,Fiji,64.904
FJI,2020,Fiji,66.924
FJI,2019,Fiji,67.009
FJI,2018,Fiji,66.965
FJI,2017,Fiji,67.06
FJI,2016,Fiji,66.657
FJI,2015,Fiji,66.48
FIN,2022,Finland,81.1878048780488
FIN,2021,Finland,81.8853658536585
FIN,2020,Finland,81.9317073170732
FIN,2019,Finland,81.9829268292683
FIN,2018,Finland,81.7341463414634
FIN,2017,Finland,81.6317073170732
FIN,2016,Finland,81.4292682926829
FIN,2015,Finland,81.4804878048781
FRA,2022,France,82.1292682926829
FRA,2021,France,82.3243902439024
FRA,2020,France,82.1756097560976
FRA,2019,France,82.8268292682927
FRA,2018,France,82.6756097560976
FRA,2017,France,82.5756097560976
FRA,2016,France,82.5731707317073
FRA,2015,France,82.3219512195122
PYF,2022,French Polynesia,83.859
PYF,2021,French Polynesia,79.571
PYF,2020,French Polynesia,82.459
PYF,2019,French Polynesia,83.195
PYF,2018,French Polynesia,82.985
PYF,2017,French Polynesia,82.774
PYF,2016,French Polynesia,82.555
PYF,2015,French Polynesia,82.339
GAB,2022,Gabon,67.713
GAB,2021,Gabon,67.072
GAB,2020,Gabon,67.073
GAB,2019,Gabon,67.337
GAB,2018,Gabon,67.043
GAB,2017,Gabon,66.816
GAB,2016,Gabon,66.583
GAB,2015,Gabon,66.336
GMB,2022,"Gambia, The",64.859
GMB,2021,"Gambia, The",63.847
GMB,2020,"Gambia, The",64.418
GMB,2019,"Gambia, The",64.427
GMB,2018,"Gambia, The",64.034
GMB,2017,"Gambia, The",63.708
GMB,2016,"Gambia, The",63.386
GMB,2015,"Gambia, The",62.971
GEO,2022,Georgia,74.141
GEO,2021,Georgia,71.635
GEO,2020,Georgia,73.509
GEO,2019,Georgia,74.165
GEO,2018,Georgia,73.985
GEO,2017,Georgia,73.435
GEO,2016,Georgia,73.136
GEO,2015,Georgia,73.241
DEU,2022,Germany,80.6080487804878
DEU,2021,Germany,80.790243902439
DEU,2020,Germany,81.0414634146342
DEU,2019,Germany,81.2926829268293
DEU,2018,Germany,80.8926829268293
DEU,2017,Germany,80.9926829268293
DEU,2016,Germany,80.990243902439
DEU,2015,Germany,80.6414634146341
GHA,2022,Ghana,65.246
GHA,2021,Ghana,64.286
GHA,2020,Ghana,64.309
GHA,2019,Ghana,64.455
GHA,2018,Ghana,64.138
GHA,2017,Ghana,63.829
GHA,2016,Ghana,63.522
GHA,2015,Ghana,63.175
GIB,2022,Gibraltar,83.517
GIB,2021,Gibraltar,80.274
GIB,2020,Gibraltar,83.07
GIB,2019,Gibraltar,83.183
GIB,2018,Gibraltar,83.028
GIB,2017,Gibraltar,82.858
GIB,2016,Gibraltar,82.741
GIB,2015,Gibraltar,82.668
GRC,2022,Greece,80.7878048780488
GRC,2021,Greece,80.0829268292683
GRC,2020,Greece,81.2878048780488
GRC,2019,Greece,81.6390243902439
GRC,2018,Greece,81.7878048780488
GRC,2017,Greece,81.2878048780488
GRC,2016,Greece,81.3878048780488
GRC,2015,Greece,81.0365853658537
GRL,2022,Greenland,71.230243902439
GRL,2021,Greenland,71.2614634146342
GRL,2020,Greenland,71.2858536585366
GRL,2019,Greenland,71.4092682926829
GRL,2018,Greenland,71.3609756097561
GRL,2017,Greenland,71.2563414634146
GRL,2016,Greenland,71.1990243902439
GRL,2015,Greenland,70.909756097561
GRD,2022,Grenada,75.151
GRD,2021,Grenada,74.522
GRD,2020,Grenada,75.019
GRD,2019,Grenada,74.971
GRD,2018,Grenada,74.957
GRD,2017,Grenada,74.977
GRD,2016,Grenada,75.01
GRD,2015,Grenada,75.037
GUM,2022,Guam,77.102
GUM,2021,Guam,75.434
GUM,2020,Guam,75.529
GUM,2019,Guam,76.645
GUM,2018,Guam,76.561
GUM,2017,Guam,76.463
GUM,2016,Guam,76.449
GUM,2015,Guam,76.444
GTM,2022,Guatemala,71.206
GTM,2021,Guatemala,67.858
GTM,2020,Guatemala,69.971
GTM,2019,Guatemala,71.639
GTM,2018,Guatemala,71.496
GTM,2017,Guatemala,71.583
GTM,2016,Guatemala,71.215
GTM,2015,Guatemala,70.915
GIN,2022,Guinea,60.432
GIN,2021,Guinea,59.373
GIN,2020,Guinea,59.35
GIN,2019,Guinea,59.379
GIN,2018,Guinea,59.043
GIN,2017,Guinea,58.715
GIN,2016,Guinea,58.49
GIN,2015,Guinea,57.899
GNB,2022,Guinea-Bissau,63.605
GNB,2021,Guinea-Bissau,61.653
GNB,2020,Guinea-Bissau,61.343
GNB,2019,Guinea-Bissau,62.161
GNB,2018,Guinea-Bissau,61.652
GNB,2017,Guinea-Bissau,61.148
GNB,2016,Guinea-Bissau,60.619
GNB,2015,Guinea-Bissau,60.071
GUY,2022,Guyana,69.888
GUY,2021,Guyana,64.323
GUY,2020,Guyana,67.751
GUY,2019,Guyana,69.067
GUY,2018,Guyana,68.829
GUY,2017,Guyana,68.543
GUY,2016,Guyana,68.069
GUY,2015,Guyana,67.719
HTI,2022,Haiti,63.948
HTI,2021,Haiti,62.613
HTI,2020,Haiti,63.773
HTI,2019,Haiti,64.328
HTI,2018,Haiti,64.077
HTI,2017,Haiti,63.832
HTI,2016,Haiti,63.325
HTI,2015,Haiti,63.224
HND,2022,Honduras,72.715
HND,2021,Honduras,69.492
HND,2020,Honduras,70.864
HND,2019,Honduras,72.124
HND,2018,Honduras,72.001
HND,2017,Honduras,71.805
HND,2016,Honduras,71.615
HND,2015,Honduras,71.323
HKG,2022,"Hong Kong SAR, China",83.6609756097561
HKG,2021,"Hong Kong SAR, China",85.5326829268293
HKG,2020,"Hong Kong SAR, China",85.4963414634146
HKG,2019,"Hong Kong SAR, China",85.1558536585366
HKG,2018,"Hong Kong SAR, China",84.869756097561
HKG,2017,"Hong Kong SAR, China",84.6956097560976
HKG,2016,"Hong Kong SAR, China",84.2114634146342
HKG,2015,"Hong Kong SAR, China",84.2526829268293
HUN,2022,Hungary,75.8682926829268
HUN,2021,Hungary,74.0658536585366
HUN,2020,Hungary,75.419512195122
HUN,2019,Hungary,76.3195121951219
HUN,2018,Hungary,76.0658536585366
HUN,2017,Hungary,75.8170731707317
HUN,2016,Hungary,76.0634146341464
HUN,2015,Hungary,75.5682926829269
ISL,2022,Iceland,82.119512195122
ISL,2021,Iceland,83.1658536585366
ISL,2020,Iceland,83.0634146341463
ISL,2019,Iceland,83.1634146341463
ISL,2018,Iceland,82.8609756097561
ISL,2017,Iceland,82.6609756097561
ISL,2016,Iceland,82.2048780487805
ISL,2015,Iceland,82.4682926829268
IND,2022,India,71.698
IND,2021,India,67.282
IND,2020,India,70.156
IND,2019,India,70.746
IND,2018,India,70.415
IND,2017,India,70.068
IND,2016,India,69.709
IND,2015,India,69.326
IDN,2022,Indonesia,70.925
IDN,2021,Indonesia,67.452
IDN,2020,Indonesia,68.817
IDN,2019,Indonesia,70.349
IDN,2018,Indonesia,70.08
IDN,2017,Indonesia,69.953
IDN,2016,Indonesia,69.733
IDN,2015,Indonesia,69.52
IRN,2022,"Iran, Islamic Rep.",76.799
IRN,2021,"Iran, Islamic Rep.",73.752
IRN,2020,"Iran, Islamic Rep.",74.141
IRN,2019,"Iran, Islamic Rep.",76.855
IRN,2018,"Iran, Islamic Rep.",76.621
IRN,2017,"Iran, Islamic Rep.",76.396
IRN,2016,"Iran, Islamic Rep.",76.155
IRN,2015,"Iran, Islamic Rep.",75.907
IRQ,2022,Iraq,72.037
IRQ,2021,Iraq,70.704
IRQ,2020,Iraq,69.651
IRQ,2019,Iraq,71.245
IRQ,2018,Iraq,71.116
IRQ,2017,Iraq,69.788
IRQ,2016,Iraq,68.683
IRQ,2015,Iraq,69.977
IRL,2022,Ireland,82.509756097561
IRL,2021,Ireland,82.2536585365854
IRL,2020,Ireland,82.4560975609756
IRL,2019,Ireland,82.7024390243903
IRL,2018,Ireland,82.2048780487805
IRL,2017,Ireland,82.1560975609756
IRL,2016,Ireland,81.6536585365854
IRL,2015,Ireland,81.4536585365854
IMN,2022,Isle of Man,80.956
IMN,2021,Isle of Man,80.42
IMN,2020,Isle of Man,80.591
IMN,2019,Isle of Man,80.74
IMN,2018,Isle of Man,80.614
IMN,2017,Isle of Man,80.506
IMN,2016,Isle of Man,80.391
IMN,2015,Isle of Man,80.267
ISR,2022,Israel,82.7
ISR,2021,Israel,82.5
ISR,2020,Israel,82.6487804878049
ISR,2019,Israel,82.8048780487805
ISR,2018,Israel,82.8024390243903
ISR,2017,Israel,82.5512195121951
ISR,2016,Israel,82.4073170731707
ISR,2015,Israel,82.0512195121951
ITA,2022,Italy,82.7
ITA,2021,Italy,82.6463414634146
ITA,2020,Italy,82.1951219512195
ITA,2019,Italy,83.4975609756098
ITA,2018,Italy,83.3463414634146
ITA,2017,Italy,82.9463414634147
ITA,2016,Italy,83.2439024390244
ITA,2015,Italy,82.5439024390244
JAM,2022,Jamaica,71.481
JAM,2021,Jamaica,69.085
JAM,2020,Jamaica,71.452
JAM,2019,Jamaica,71.532
JAM,2018,Jamaica,71.606
JAM,2017,Jamaica,71.879
JAM,2016,Jamaica,72.052
JAM,2015,Jamaica,72.214
JPN,2022,Japan,83.9963414634146
JPN,2021,Japan,84.4456097560976
JPN,2020,Japan,84.56
JPN,2019,Japan,84.3563414634146
JPN,2018,Japan,84.2109756097561
JPN,2017,Japan,84.099756097561
JPN,2016,Japan,83.9848780487805
JPN,2015,Japan,83.7939024390244
JOR,2022,Jordan,77.088
JOR,2021,Jordan,74.204
JOR,2020,Jordan,75.583
JOR,2019,Jordan,76.865
JOR,2018,Jordan,76.491
JOR,2017,Jordan,76.071
JOR,2016,Jordan,75.55
JOR,2015,Jordan,75.06
KAZ,2022,Kazakhstan,73.503
KAZ,2021,Kazakhstan,70.131
KAZ,2020,Kazakhstan,71.195
KAZ,2019,Kazakhstan,73.658
KAZ,2018,Kazakhstan,73.369
KAZ,2017,Kazakhstan,72.996
KAZ,2016,Kazakhstan,72.549
KAZ,2015,Kazakhstan,72.024
KEN,2022,Kenya,63.549
KEN,2021,Kenya,61.225
KEN,2020,Kenya,61.596
KEN,2019,Kenya,62.939
KEN,2018,Kenya,62.825
KEN,2017,Kenya,62.725
KEN,2016,Kenya,62.526
KEN,2015,Kenya,62.279
KIR,2022,Kiribati,66.269
KIR,2021,Kiribati,64.148
KIR,2020,Kiribati,65.205
KIR,2019,Kiribati,65.866
KIR,2018,Kiribati,65.807
KIR,2017,Kiribati,65.787
KIR,2016,Kiribati,65.799
KIR,2015,Kiribati,65.831
PRK,2022,"Korea, Dem. People's Rep.",73.641
PRK,2021,"Korea, Dem. People's Rep.",73.437
PRK,2020,"Korea, Dem. People's Rep.",72.783
PRK,2019,"Korea, Dem. People's Rep.",72.928
PRK,2018,"Korea, Dem. People's Rep.",73.02
PRK,2017,"Korea, Dem. People's Rep.",73.034
PRK,2016,"Korea, Dem. People's Rep.",72.971
PRK,2015,"Korea, Dem. People's Rep.",72.825
KOR,2022,"Korea, Rep.",82.6804878048781
KOR,2021,"Korea, Rep.",83.5268292682927
KOR,2020,"Korea, Rep.",83.4268292682927
KOR,2019,"Korea, Rep.",83.2268292682927
KOR,2018,"Korea, Rep.",82.6268292682927
KOR,2017,"Korea, Rep.",82.6268292682927
KOR,2016,"Korea, Rep.",82.2756097560976
KOR,2015,"Korea, Rep.",82.0243902439024
XKX,2022,Kosovo,77.623
XKX,2021,Kosovo,74.981
XKX,2020,Kosovo,74.212
XKX,2019,Kosovo,77.249
XKX,2018,Kosovo,77.117
XKX,2017,Kosovo,77.105
XKX,2016,Kosovo,76.748
XKX,2015,Kosovo,76.024
KWT,2022,Kuwait,80.5878048780488
KWT,2021,Kuwait,78.7365853658537
KWT,2020,Kuwait,78.7609756097561
KWT,2019,Kuwait,81.969756097561
KWT,2018,Kuwait,80.1063658536585
KWT,2017,Kuwait,79.9160731707317
KWT,2016,Kuwait,79.6775853658537
KWT,2015,Kuwait,79.3765609756098
KGZ,2022,Kyrgyz Republic,72.0487804878049
KGZ,2021,Kyrgyz Republic,71.9
KGZ,2020,Kyrgyz Republic,71.8
KGZ,2019,Kyrgyz Republic,71.6
KGZ,2018,Kyrgyz Republic,71.4
KGZ,2017,Kyrgyz Republic,71.2
KGZ,2016,Kyrgyz Republic,70.9512195121951
KGZ,2015,Kyrgyz Republic,70.6512195121951
LAO,2022,Lao PDR,68.715
LAO,2021,Lao PDR,67.807
LAO,2020,Lao PDR,68.339
LAO,2019,Lao PDR,67.911
LAO,2018,Lao PDR,67.594
LAO,2017,Lao PDR,67.345
LAO,2016,Lao PDR,67.014
LAO,2015,Lao PDR,66.688
LVA,2022,Latvia,74.2780487804878
LVA,2021,Latvia,72.9804878048781
LVA,2020,Latvia,75.1853658536585
LVA,2019,Latvia,75.3878048780488
LVA,2018,Latvia,74.7829268292683
LVA,2017,Latvia,74.6292682926829
LVA,2016,Latvia,74.580487804878
LVA,2015,Latvia,74.4804878048781
LBN,2022,Lebanon,78.003
LBN,2021,Lebanon,73.65
LBN,2020,Lebanon,76.299
LBN,2019,Lebanon,78.208
LBN,2018,Lebanon,78.263
LBN,2017,Lebanon,78.192
LBN,2016,Lebanon,78.306
LBN,2015,Lebanon,78.275
LSO,2022,Lesotho,56.812
LSO,2021,Lesotho,54.209
LSO,2020,Lesotho,55.133
LSO,2019,Lesotho,55.249
LSO,2018,Lesotho,54.638
LSO,2017,Lesotho,53.874
LSO,2016,Lesotho,52.908
LSO,2015,Lesotho,51.83
LBR,2022,Liberia,61.934
LBR,2021,Liberia,61.166
LBR,2020,Liberia,61.267
LBR,2019,Liberia,61.232
LBR,2018,Liberia,60.999
LBR,2017,Liberia,60.777
LBR,2016,Liberia,60.483
LBR,2015,Liberia,59.248
LBY,2022,Libya,74.462
LBY,2021,Libya,72.062
LBY,2020,Libya,72.388
LBY,2019,Libya,72.941
LBY,2018,Libya,73.151
LBY,2017,Libya,72.721
LBY,2016,Libya,71.799
LBY,2015,Libya,71.644
LIE,2022,Liechtenstein,84.1219512195122
LIE,2021,Liechtenstein,84.4024390243902
LIE,2020,Liechtenstein,81.6585365853659
LIE,2019,Liechtenstein,84.1609756097561
LIE,2018,Liechtenstein,83.0414634146342
LIE,2017,Liechtenstein,83.7463414634147
LIE,2016,Liechtenstein,82.2585365853659
LIE,2015,Liechtenstein,82.6560975609756
LTU,2022,Lithuania,75.6439024390244
LTU,2021,Lithuania,74.0365853658537
LTU,2020,Lithuania,75.0292682926829
LTU,2019,Lithuania,76.2829268292683
LTU,2018,Lithuania,75.6804878048781
LTU,2017,Lithuania,75.4804878048781
LTU,2016,Lithuania,74.6707317073171
LTU,2015,Lithuania,74.3219512195122
LUX,2022,Luxembourg,82.9463414634147
LUX,2021,Luxembourg,82.5975609756098
LUX,2020,Luxembourg,82.1439024390244
LUX,2019,Luxembourg,82.6390243902439
LUX,2018,Luxembourg,82.2951219512195
LUX,2017,Luxembourg,82.0951219512195
LUX,2016,Luxembourg,82.6853658536585
LUX,2015,Luxembourg,82.2926829268293
MAC,2022,"Macao SAR, China",83.0804878048781
MAC,2021,"Macao SAR, China",83.7292682926829
MAC,2020,"Macao SAR, China",84.1292682926829
MAC,2019,"Macao SAR, China",83.9292682926829
MAC,2018,"Macao SAR, China",83.6780487804878
MAC,2017,"Macao SAR, China",83.5268292682927
MAC,2016,"Macao SAR, China",83.2756097560976
MAC,2015,"Macao SAR, China",83.2243902439024
MDG,2022,Madagascar,63.068
MDG,2021,Madagascar,62.516
MDG,2020,Madagascar,62.706
MDG,2019,Madagascar,63.504
MDG,2018,Madagascar,63.491
MDG,2017,Madagascar,63.433
MDG,2016,Madagascar,63.431
MDG,2015,Madagascar,63.362
MWI,2022,Malawi,66.037
MWI,2021,Malawi,64.782
MWI,2020,Malawi,65.216
MWI,2019,Malawi,64.995
MWI,2018,Malawi,64.464
MWI,2017,Malawi,63.914
MWI,2016,Malawi,63.163
MWI,2015,Malawi,62.324
MYS,2022,Malaysia,75.444
MYS,2021,Malaysia,73.917
MYS,2020,Malaysia,76.057
MYS,2019,Malaysia,75.9
MYS,2018,Malaysia,75.734
MYS,2017,Malaysia,75.542
MYS,2016,Malaysia,75.371
MYS,2015,Malaysia,75.288
MDV,2022,Maldives,80.76
MDV,2021,Maldives,78.052
MDV,2020,Maldives,78.713
MDV,2019,Maldives,79.707
MDV,2018,Maldives,79.433
MDV,2017,Maldives,79.228
MDV,2016,Maldives,78.913
MDV,2015,Maldives,78.607
MLI,2022,Mali,60.035
MLI,2021,Mali,59.116
MLI,2020,Mali,58.858
MLI,2019,Mali,59.217
MLI,2018,Mali,58.873
MLI,2017,Mali,58.562
MLI,2016,Mali,58.286
MLI,2015,Mali,57.852
MLT,2022,Malta,82.2975609756098
